"RNC_N=300,mq=1,p=0.264000",300.000000, 286, 743, 2.476667, -0.562752, 125.959694, 1.582162, 247.530273, 0.600833, 17, 4.953333, 26145.373047, 300, 0.003333
"RNC_N=300,mq=1,p=0.266000",300.000000, 277, 605, 2.016667, -0.464099, 145.954483, 1.678411, 230.591431, 0.626771, 17, 4.033333, 13811.665039, 300, 0.003333
"RNC_N=300,mq=1,p=0.268000",300.000000, 278, 591, 1.970000, -0.492053, 145.075699, 1.566641, 236.020721, 0.618698, 17, 3.940000, 10884.942383, 300, 0.003333
"RNC_N=300,mq=1,p=0.270000",300.000000, 286, 668, 2.226667, -0.525896, 126.318146, 1.708514, 248.701187, 0.596406, 17, 4.453333, 20240.333984, 300, 0.003333
"RNC_N=300,mq=1,p=0.272000",300.000000, 280, 599, 1.996667, -0.502471, 136.817703, 1.654397, 238.652420, 0.616771, 16, 3.993333, 13309.977539, 300, 0.003333
"RNC_N=300,mq=1,p=0.274000",300.000000, 271, 552, 1.840000, -0.472241, 142.170044, 1.647204, 233.999268, 0.624531, 16, 3.680000, 12141.254883, 300, 0.003333
"RNC_N=300,mq=1,p=0.276000",300.000000, 276, 635, 2.116667, -0.517904, 124.747208, 1.631051, 241.283340, 0.611042, 14, 4.233333, 26767.775391, 300, 0.003333
"RNC_N=300,mq=1,p=0.278000",300.000000, 293, 750, 2.500000, -0.576693, 116.991974, 1.624474, 257.298096, 0.582656, 16, 5.000000, 37540.000000, 300, 0.003333
"RNC_N=300,mq=1,p=0.280000",300.000000, 283, 683, 2.276667, -0.509056, 134.505875, 1.688372, 246.810196, 0.609219, 16, 4.553333, 16220.153320, 300, 0.003333
"RNC_N=300,mq=1,p=0.282000",300.000000, 298, 965, 3.216667, -0.608750, 108.986275, 1.653139, 267.258392, 0.567604, 19, 6.433333, 52149.777344, 300, 0.003333
"RNC_N=300,mq=1,p=0.284000",300.000000, 292, 748, 2.493333, -0.612965, 104.257156, 1.536407, 265.972321, 0.569531, 16, 4.986667, 43223.933594, 300, 0.003333
"RNC_N=300,mq=1,p=0.286000",300.000000, 283, 690, 2.300000, -0.554309, 124.078362, 1.582554, 247.487122, 0.598802, 18, 4.600000, 35256.046875, 300, 0.003333
"RNC_N=300,mq=1,p=0.288000",300.000000, 288, 876, 2.920000, -0.608669, 107.672752, 1.620062, 263.053497, 0.571042, 17, 5.840000, 49456.527344, 300, 0.003333
"RNC_N=300,mq=1,p=0.290000",300.000000, 289, 810, 2.700000, -0.565015, 119.642906, 1.638130, 257.571838, 0.581406, 18, 5.400000, 29862.042969, 300, 0.003333
"RNC_N=300,mq=1,p=0.292000",300.000000, 274, 624, 2.080000, -0.509473, 130.368179, 1.652984, 236.824402, 0.621406, 18, 4.160000, 17384.343750, 300, 0.003333
"RNC_N=300,mq=1,p=0.294000",300.000000, 292, 790, 2.633333, -0.540320, 125.495819, 1.686007, 255.816742, 0.584271, 16, 5.266667, 36522.636719, 300, 0.003333
"RNC_N=300,mq=1,p=0.296000",300.000000, 286, 813, 2.710000, -0.538387, 116.640450, 1.760585, 253.500809, 0.586354, 18, 5.420000, 27931.033203, 300, 0.003333
"RNC_N=300,mq=1,p=0.298000",300.000000, 291, 776, 2.586667, -0.562579, 121.973991, 1.647251, 255.225571, 0.585625, 19, 5.173333, 27496.916016, 300, 0.003333
